 b0              v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 3.29183130e-09  3.29183130e-09  3.26548678e-09  3.33371763e-09  3.27796928e-09  3.26118456e-09  3.30470850e-09  3.26614024e-09  6.84147636e-07  3.66044475e-08  1.00000000e+00 
 5.29299282e-01  5.29299282e-01  3.26548668e-09  3.33371752e-09  3.27796928e-09  3.26118446e-09  3.30470838e-09  3.26614035e-09  6.84148517e-07  3.70203566e-08  1.00000000e+00 
 3.29183130e-09  3.29183130e-09  5.29299284e-01  3.33371763e-09  3.27796939e-09  3.26118457e-09  3.30470850e-09  3.26614024e-09  6.84148528e-07  3.82705423e-08  1.00000000e+00 
 5.29299434e-01  5.29299434e-01  5.29299434e-01  3.33371764e-09  3.27796928e-09  3.26118457e-09  3.30470839e-09  3.26614024e-09  6.84149406e-07  3.87640995e-08  1.00000000e+00 
 3.29183130e-09  3.29183130e-09  3.26548668e-09  5.29299290e-01  3.27796939e-09  3.26118457e-09  3.30470850e-09  3.26614035e-09  6.84148564e-07  4.06752463e-08  1.00000000e+00 
 5.29299439e-01  5.29299439e-01  3.26548668e-09  5.29299439e-01  3.27796928e-09  3.26118446e-09  3.30470839e-09  3.26614024e-09  6.84149441e-07  4.12124592e-08  1.00000000e+00 
 3.29183142e-09  3.29183142e-09  5.29299432e-01  5.29299432e-01  3.27796940e-09  3.26118458e-09  3.30470840e-09  3.26614025e-09  6.84149388e-07  4.26049382e-08  1.00000000e+00 
 5.29299589e-01  5.29299589e-01  5.29299589e-01  5.29299589e-01  3.27796940e-09  3.26118446e-09  3.30470840e-09  3.26614025e-09  6.84150319e-07  4.31487166e-08  1.00000000e+00 
