 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.24466200e-09  3.24466200e-09  3.21750214e-09  3.26810346e-09  6.22801451e-07  2.16573426e-11  1.59034901e-01 
 5.76884045e-01  5.76884045e-01  3.21750214e-09  3.26810347e-09  6.22802302e-07  1.41743101e-07  4.80583233e-01 
 3.24466202e-09  3.24466202e-09  5.76884038e-01  3.26810348e-09  6.22802262e-07  2.44810922e-07  5.03100321e-01 
 5.76884192e-01  5.76884192e-01  5.76884192e-01  3.26810358e-09  6.22803110e-07  3.80130857e-07  5.21699432e-01 
 3.24466200e-09  3.24466200e-09  3.21750226e-09  5.76884055e-01  6.22802354e-07  5.23911773e-07  5.35550804e-01 
 5.76884207e-01  5.76884207e-01  3.21750215e-09  5.76884207e-01  6.22803199e-07  6.56405552e-07  5.45448986e-01 
 3.24466189e-09  3.24466189e-09  5.76884200e-01  5.76884200e-01  6.22803155e-07  7.53800109e-07  5.51596645e-01 
 5.76884355e-01  5.76884355e-01  5.76884355e-01  5.76884355e-01  6.22804015e-07  8.81015412e-07  5.58599762e-01 
