 v-sweep         i(viout)        v(vout)        
 8.50000000e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464863e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  2.56125200e-07  8.50000000e-01 
 8.60000000e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964321e-06  2.55618947e-07  8.60000000e-01 
 8.70000000e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964321e-06  2.55113278e-07  8.70000000e-01 
 8.80000000e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.54608184e-07  8.80000000e-01 
 8.90000000e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  2.54103661e-07  8.90000000e-01 
 9.00000000e-01  6.76464862e-01  6.76464862e-01  6.76464863e-01  6.76464863e-01  6.76464862e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.53599699e-07  9.00000000e-01 
 9.10000000e-01  6.76464864e-01  6.76464864e-01  6.76464864e-01  6.76464864e-01  6.76464864e-01  6.76464864e-01  3.25854709e-09  1.16964322e-06  2.53096283e-07  9.10000000e-01 
 9.20000000e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  2.52593392e-07  9.20000000e-01 
 9.30000000e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.52091042e-07  9.30000000e-01 
 9.40000000e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  2.51589220e-07  9.40000000e-01 
 9.50000000e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  2.51087898e-07  9.50000000e-01 
 9.60000000e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.50587084e-07  9.60000000e-01 
 9.70000000e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464861e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.50086742e-07  9.70000000e-01 
 9.80000000e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  2.49586884e-07  9.80000000e-01 
 9.90000000e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.49087496e-07  9.90000000e-01 
 1.00000000e+00  6.76464861e-01  6.76464861e-01  6.76464862e-01  6.76464862e-01  6.76464861e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.48588549e-07  1.00000000e+00 
 1.01000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.48090059e-07  1.01000000e+00 
 1.02000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.47591983e-07  1.02000000e+00 
 1.03000000e+00  6.76464861e-01  6.76464861e-01  6.76464861e-01  6.76464861e-01  6.76464861e-01  6.76464861e-01  3.25854698e-09  1.16964320e-06  2.47094317e-07  1.03000000e+00 
 1.04000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964321e-06  2.46597063e-07  1.04000000e+00 
 1.05000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.46100189e-07  1.05000000e+00 
 1.06000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  2.45603681e-07  1.06000000e+00 
 1.07000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.45107519e-07  1.07000000e+00 
 1.08000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.44611697e-07  1.08000000e+00 
 1.09000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  2.44116194e-07  1.09000000e+00 
 1.10000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964321e-06  2.43621001e-07  1.10000000e+00 
 1.11000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.43126089e-07  1.11000000e+00 
 1.12000000e+00  6.76464861e-01  6.76464861e-01  6.76464862e-01  6.76464862e-01  6.76464861e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.42631420e-07  1.12000000e+00 
 1.13000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  2.42137010e-07  1.13000000e+00 
 1.14000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  2.41642812e-07  1.14000000e+00 
 1.15000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.41148815e-07  1.15000000e+00 
 1.16000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.40654982e-07  1.16000000e+00 
 1.17000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.40161304e-07  1.17000000e+00 
 1.18000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.39667724e-07  1.18000000e+00 
 1.19000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.39174229e-07  1.19000000e+00 
 1.20000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.38680800e-07  1.20000000e+00 
 1.21000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.38187388e-07  1.21000000e+00 
 1.22000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  2.37693964e-07  1.22000000e+00 
 1.23000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.37200485e-07  1.23000000e+00 
 1.24000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.36706907e-07  1.24000000e+00 
 1.25000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.36213186e-07  1.25000000e+00 
 1.26000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464861e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.35719272e-07  1.26000000e+00 
 1.27000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.35225112e-07  1.27000000e+00 
 1.28000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.34730649e-07  1.28000000e+00 
 1.29000000e+00  6.76464862e-01  6.76464862e-01  6.76464863e-01  6.76464863e-01  6.76464862e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.34235806e-07  1.29000000e+00 
 1.30000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  2.33740508e-07  1.30000000e+00 
 1.31000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.33244693e-07  1.31000000e+00 
 1.32000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  2.32748238e-07  1.32000000e+00 
 1.33000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  2.32251061e-07  1.33000000e+00 
 1.34000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  2.31753017e-07  1.34000000e+00 
 1.35000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.31253987e-07  1.35000000e+00 
 1.36000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.30753773e-07  1.36000000e+00 
 1.37000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.30252198e-07  1.37000000e+00 
 1.38000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.29749022e-07  1.38000000e+00 
 1.39000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  2.29243920e-07  1.39000000e+00 
 1.40000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964321e-06  2.28736559e-07  1.40000000e+00 
 1.41000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.28226462e-07  1.41000000e+00 
 1.42000000e+00  6.76464863e-01  6.76464862e-01  6.76464863e-01  6.76464863e-01  6.76464862e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.27713034e-07  1.42000000e+00 
 1.43000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.27195489e-07  1.43000000e+00 
 1.44000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.26672780e-07  1.44000000e+00 
 1.45000000e+00  6.76464861e-01  6.76464861e-01  6.76464861e-01  6.76464861e-01  6.76464861e-01  6.76464861e-01  3.25854698e-09  1.16964320e-06  2.26143470e-07  1.45000000e+00 
 1.46000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.25605532e-07  1.46000000e+00 
 1.47000000e+00  6.76464861e-01  6.76464861e-01  6.76464861e-01  6.76464861e-01  6.76464861e-01  6.76464861e-01  3.25854709e-09  1.16964320e-06  2.25056011e-07  1.47000000e+00 
 1.48000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464863e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  2.24490586e-07  1.48000000e+00 
 1.49000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964321e-06  2.23902520e-07  1.49000000e+00 
 1.50000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.23281251e-07  1.50000000e+00 
 1.51000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.22609531e-07  1.51000000e+00 
 1.52000000e+00  6.76464862e-01  6.76464861e-01  6.76464862e-01  6.76464862e-01  6.76464861e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.21858496e-07  1.52000000e+00 
 1.53000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  2.20979091e-07  1.53000000e+00 
 1.54000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.19887880e-07  1.54000000e+00 
 1.55000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964321e-06  2.18447475e-07  1.55000000e+00 
 1.56000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  2.16446137e-07  1.56000000e+00 
 1.57000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.13587004e-07  1.57000000e+00 
 1.58000000e+00  6.76464861e-01  6.76464861e-01  6.76464861e-01  6.76464862e-01  6.76464861e-01  6.76464861e-01  3.25854698e-09  1.16964320e-06  2.09486895e-07  1.58000000e+00 
 1.59000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  2.03663168e-07  1.59000000e+00 
 1.60000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  1.95497375e-07  1.60000000e+00 
 1.61000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  1.84506462e-07  1.61000000e+00 
 1.62000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  1.69930406e-07  1.62000000e+00 
 1.63000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  1.52550893e-07  1.63000000e+00 
 1.64000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  1.34234918e-07  1.64000000e+00 
 1.65000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  1.16630558e-07  1.65000000e+00 
 1.66000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  1.00544984e-07  1.66000000e+00 
 1.67000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06  8.60208988e-08  1.67000000e+00 
 1.68000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464864e-01  6.76464863e-01  6.76464864e-01  3.25854709e-09  1.16964321e-06  7.29657774e-08  1.68000000e+00 
 1.69000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  6.11980653e-08  1.69000000e+00 
 1.70000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464863e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  5.05221465e-08  1.70000000e+00 
 1.71000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06  4.07475085e-08  1.71000000e+00 
 1.72000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464863e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  3.16949897e-08  1.72000000e+00 
 1.73000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964321e-06  2.31951933e-08  1.73000000e+00 
 1.74000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06  1.49158836e-08  1.74000000e+00 
 1.75000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854698e-09  1.16964320e-06  6.20551610e-09  1.75000000e+00 
 1.76000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06 -3.48776119e-09  1.76000000e+00 
 1.77000000e+00  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  6.76464863e-01  3.25854709e-09  1.16964321e-06 -1.45010901e-08  1.77000000e+00 
 1.78000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964321e-06 -2.69342699e-08  1.78000000e+00 
 1.79000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464862e-01  3.25854709e-09  1.16964320e-06 -4.05086542e-08  1.79000000e+00 
 1.80000000e+00  6.76464862e-01  6.76464862e-01  6.76464862e-01  6.76464863e-01  6.76464862e-01  6.76464863e-01  3.25854698e-09  1.16964321e-06 -5.44594929e-08  1.80000000e+00 
