 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 8.85483255e-12  3.24293921e-09  3.31833373e-09  3.25218472e-09  3.24405834e-09  3.25475175e-09  3.30410499e-09  3.26417050e-09  6.64896542e-07  1.23669963e-11  1.00000000e+00 
 5.32280401e-09  5.71628346e-01  3.31833375e-09  3.25218474e-09  3.24405836e-09  3.25475166e-09  3.30410489e-09  3.26417063e-09  6.64897389e-07  4.41906423e-09  1.00000000e+00 
 9.89912804e-09  3.24293923e-09  5.71628357e-01  3.25218474e-09  3.24405836e-09  3.25475177e-09  3.30410489e-09  3.26417052e-09  6.64897446e-07  8.19700929e-09  1.00000000e+00 
 1.57155524e-08  5.71628508e-01  5.71628508e-01  3.25218473e-09  3.24405835e-09  3.25475176e-09  3.30410500e-09  3.26417051e-09  6.64898277e-07  1.29843478e-08  1.00000000e+00 
 1.76703653e-08  3.24293922e-09  3.31833375e-09  5.71628351e-01  3.24405836e-09  3.25475166e-09  3.30410489e-09  3.26417063e-09  6.64897412e-07  1.45902916e-08  1.00000000e+00 
 2.35752343e-08  5.71628502e-01  3.31833376e-09  5.71628502e-01  3.24405836e-09  3.25475166e-09  3.30410490e-09  3.26417052e-09  6.64898246e-07  1.94338980e-08  1.00000000e+00 
 2.82776763e-08  3.24293923e-09  5.71628512e-01  5.71628512e-01  3.24405836e-09  3.25475178e-09  3.30410490e-09  3.26417064e-09  6.64898298e-07  2.32843362e-08  1.00000000e+00 
 3.42067115e-08  5.71628665e-01  5.71628665e-01  5.71628665e-01  3.24405837e-09  3.25475167e-09  3.30410490e-09  3.26417053e-09  6.64899138e-07  2.81319075e-08  1.00000000e+00 
 4.40624856e-08  3.24293923e-09  3.31833375e-09  3.25218474e-09  5.71628351e-01  3.25475166e-09  3.30410489e-09  3.26417052e-09  6.64897416e-07  3.61753578e-08  1.00000000e+00 
 5.00294428e-08  5.71628501e-01  3.31833376e-09  3.25218474e-09  5.71628501e-01  3.25475166e-09  3.30410490e-09  3.26417052e-09  6.64898239e-07  4.10376515e-08  1.00000000e+00 
 5.48202567e-08  3.24293923e-09  5.71628509e-01  3.25218474e-09  5.71628509e-01  3.25475166e-09  3.30410490e-09  3.26417052e-09  6.64898281e-07  4.49380408e-08  1.00000000e+00 
 6.08042367e-08  5.71628662e-01  5.71628662e-01  3.25218473e-09  5.71628662e-01  3.25475165e-09  3.30410500e-09  3.26417062e-09  6.64899120e-07  4.98059443e-08  1.00000000e+00 
 6.27637076e-08  3.24293922e-09  3.31833376e-09  5.71628504e-01  5.71628504e-01  3.25475166e-09  3.30410490e-09  3.26417052e-09  6.64898255e-07  5.13990770e-08  1.00000000e+00 
 6.87250784e-08  5.71628657e-01  3.31833376e-09  5.71628657e-01  5.71628657e-01  3.25475178e-09  3.30410490e-09  3.26417053e-09  6.64899096e-07  5.62434117e-08  1.00000000e+00 
 7.34376817e-08  3.24293923e-09  5.71628667e-01  5.71628667e-01  5.71628667e-01  3.25475167e-09  3.30410490e-09  3.26417053e-09  6.64899152e-07  6.00705157e-08  1.00000000e+00 
 7.93278633e-08  5.71628818e-01  5.71628818e-01  5.71628818e-01  5.71628818e-01  3.25475178e-09  3.30410490e-09  3.26417053e-09  6.64899980e-07  6.48511040e-08  1.00000000e+00 
 8.20743914e-08  3.24293923e-09  3.31833375e-09  3.25218474e-09  3.24405836e-09  5.71628348e-01  3.30410489e-09  3.26417052e-09  6.64897401e-07  6.70792204e-08  1.00000000e+00 
 8.80055662e-08  5.71628502e-01  3.31833376e-09  3.25218474e-09  3.24405837e-09  5.71628501e-01  3.30410490e-09  3.26417052e-09  6.64898241e-07  7.18888131e-08  1.00000000e+00 
 9.28117567e-08  3.24293923e-09  5.71628509e-01  3.25218474e-09  3.24405836e-09  5.71628508e-01  3.30410490e-09  3.26417052e-09  6.64898281e-07  7.57841683e-08  1.00000000e+00 
 9.88250173e-08  5.71628662e-01  5.71628662e-01  3.25218474e-09  3.24405837e-09  5.71628662e-01  3.30410490e-09  3.26417053e-09  6.64899122e-07  8.06555462e-08  1.00000000e+00 
 1.00810218e-07  3.24293923e-09  3.31833376e-09  5.71628504e-01  3.24405836e-09  5.71628503e-01  3.30410490e-09  3.26417052e-09  6.64898251e-07  8.22632273e-08  1.00000000e+00 
 1.06837659e-07  5.71628658e-01  3.31833376e-09  5.71628658e-01  3.24405837e-09  5.71628658e-01  3.30410490e-09  3.26417053e-09  6.64899101e-07  8.71428547e-08  1.00000000e+00 
 1.11591223e-07  3.24293923e-09  5.71628666e-01  5.71628666e-01  3.24405837e-09  5.71628666e-01  3.30410490e-09  3.26417053e-09  6.64899142e-07  9.09895697e-08  1.00000000e+00 
 1.17512189e-07  5.71628818e-01  5.71628818e-01  5.71628818e-01  3.24405836e-09  5.71628818e-01  3.30410500e-09  3.26417063e-09  6.64899981e-07  9.57791357e-08  1.00000000e+00 
 1.27279347e-07  3.24293922e-09  3.31833376e-09  3.25218474e-09  5.71628502e-01  5.71628502e-01  3.30410490e-09  3.26417064e-09  6.64898245e-07  1.03675688e-07  1.00000000e+00 
 1.33255353e-07  5.71628653e-01  3.31833376e-09  3.25218474e-09  5.71628653e-01  5.71628653e-01  3.30410490e-09  3.26417053e-09  6.64899074e-07  1.08504661e-07  1.00000000e+00 
 1.38008829e-07  3.24293923e-09  5.71628667e-01  3.25218474e-09  5.71628667e-01  5.71628666e-01  3.30410490e-09  3.26417064e-09  6.64899146e-07  1.12344505e-07  1.00000000e+00 
 1.43968657e-07  5.71628818e-01  5.71628818e-01  3.25218475e-09  5.71628818e-01  5.71628818e-01  3.30410490e-09  3.26417053e-09  6.64899979e-07  1.17157292e-07  1.00000000e+00 
 1.45921493e-07  3.24293922e-09  3.31833375e-09  5.71628659e-01  5.71628659e-01  5.71628659e-01  3.30410489e-09  3.26417063e-09  6.64899106e-07  1.18733944e-07  1.00000000e+00 
 1.51882340e-07  5.71628812e-01  3.31833376e-09  5.71628812e-01  5.71628812e-01  5.71628812e-01  3.30410490e-09  3.26417052e-09  6.64899948e-07  1.23545373e-07  1.00000000e+00 
 1.56560902e-07  3.24293923e-09  5.71628821e-01  5.71628821e-01  5.71628821e-01  5.71628821e-01  3.30410490e-09  3.26417053e-09  6.64899996e-07  1.27320710e-07  1.00000000e+00 
 1.62382017e-07  5.71628974e-01  5.71628974e-01  5.71628974e-01  5.71628974e-01  5.71628974e-01  3.30410501e-09  3.26417063e-09  6.64900836e-07  1.32016730e-07  1.00000000e+00 
 1.92670796e-07  3.24293923e-09  3.31833375e-09  3.25218474e-09  3.24405836e-09  3.25475177e-09  5.71628354e-01  3.26417063e-09  6.64897430e-07  1.56430087e-07  1.00000000e+00 
 1.98515627e-07  5.71628503e-01  3.31833374e-09  3.25218473e-09  3.24405835e-09  3.25475165e-09  5.71628503e-01  3.26417051e-09  6.64898250e-07  1.61137329e-07  1.00000000e+00 
 2.03320860e-07  3.24293923e-09  5.71628513e-01  3.25218474e-09  3.24405837e-09  3.25475166e-09  5.71628513e-01  3.26417052e-09  6.64898308e-07  1.65006412e-07  1.00000000e+00 
 2.09339228e-07  5.71628666e-01  5.71628666e-01  3.25218473e-09  3.24405835e-09  3.25475165e-09  5.71628666e-01  3.26417063e-09  6.64899146e-07  1.69851251e-07  1.00000000e+00 
 2.11324322e-07  3.24293921e-09  3.31833374e-09  5.71628508e-01  3.24405835e-09  3.25475165e-09  5.71628507e-01  3.26417062e-09  6.64898274e-07  1.71449010e-07  1.00000000e+00 
 2.17321023e-07  5.71628660e-01  3.31833375e-09  5.71628660e-01  3.24405835e-09  3.25475165e-09  5.71628660e-01  3.26417063e-09  6.64899114e-07  1.76274888e-07  1.00000000e+00 
 2.22075445e-07  3.24293921e-09  5.71628669e-01  5.71628669e-01  3.24405835e-09  3.25475165e-09  5.71628669e-01  3.26417062e-09  6.64899161e-07  1.80100248e-07  1.00000000e+00 
 2.28041927e-07  5.71628822e-01  5.71628822e-01  5.71628822e-01  3.24405837e-09  3.25475167e-09  5.71628822e-01  3.26417064e-09  6.64900002e-07  1.84899832e-07  1.00000000e+00 
 2.37909675e-07  3.24293921e-09  3.31833374e-09  3.25218473e-09  5.71628506e-01  3.25475176e-09  5.71628506e-01  3.26417051e-09  6.64898269e-07  1.92835415e-07  1.00000000e+00 
 2.43907048e-07  5.71628659e-01  3.31833375e-09  3.25218473e-09  5.71628659e-01  3.25475165e-09  5.71628659e-01  3.26417051e-09  6.64899105e-07  1.97657091e-07  1.00000000e+00 
 2.48679919e-07  3.24293921e-09  5.71628669e-01  3.25218473e-09  5.71628669e-01  3.25475165e-09  5.71628669e-01  3.26417062e-09  6.64899161e-07  2.01493595e-07  1.00000000e+00 
 2.54643753e-07  5.71628823e-01  5.71628823e-01  3.25218474e-09  5.71628823e-01  3.25475166e-09  5.71628823e-01  3.26417063e-09  6.64900005e-07  2.06286515e-07  1.00000000e+00 
 2.56593166e-07  3.24293921e-09  3.31833375e-09  5.71628664e-01  5.71628664e-01  3.25475177e-09  5.71628664e-01  3.26417062e-09  6.64899133e-07  2.07852992e-07  1.00000000e+00 
 2.62524522e-07  5.71628817e-01  3.31833375e-09  5.71628817e-01  5.71628817e-01  3.25475177e-09  5.71628817e-01  3.26417063e-09  6.64899975e-07  2.12618545e-07  1.00000000e+00 
 2.67173181e-07  3.24293922e-09  5.71628824e-01  5.71628824e-01  5.71628824e-01  3.25475177e-09  5.71628824e-01  3.26417063e-09  6.64900014e-07  2.16352895e-07  1.00000000e+00 
 2.72963689e-07  5.71628975e-01  5.71628975e-01  5.71628975e-01  5.71628975e-01  3.25475167e-09  5.71628975e-01  3.26417064e-09  6.64900843e-07  2.21003692e-07  1.00000000e+00 
 2.75614525e-07  3.24293923e-09  3.31833376e-09  3.25218474e-09  3.24405836e-09  5.71628505e-01  5.71628505e-01  3.26417064e-09  6.64898260e-07  2.23132528e-07  1.00000000e+00 
 2.81507718e-07  5.71628660e-01  3.31833375e-09  3.25218473e-09  3.24405835e-09  5.71628660e-01  5.71628660e-01  3.26417051e-09  6.64899109e-07  2.27864554e-07  1.00000000e+00 
 2.86273415e-07  3.24293921e-09  5.71628668e-01  3.25218473e-09  3.24405835e-09  5.71628668e-01  5.71628668e-01  3.26417051e-09  6.64899156e-07  2.31690599e-07  1.00000000e+00 
 2.92198998e-07  5.71628821e-01  5.71628821e-01  3.25218475e-09  3.24405837e-09  5.71628821e-01  5.71628821e-01  3.26417064e-09  6.64899996e-07  2.36447033e-07  1.00000000e+00 
 2.94146193e-07  3.24293921e-09  3.31833375e-09  5.71628662e-01  3.24405835e-09  5.71628662e-01  5.71628662e-01  3.26417062e-09  6.64899123e-07  2.38009846e-07  1.00000000e+00 
 3.00094378e-07  5.71628817e-01  3.31833377e-09  5.71628817e-01  3.24405837e-09  5.71628817e-01  5.71628817e-01  3.26417064e-09  6.64899972e-07  2.42783297e-07  1.00000000e+00 
 3.04798019e-07  3.24293922e-09  5.71628823e-01  5.71628823e-01  3.24405836e-09  5.71628823e-01  5.71628823e-01  3.26417063e-09  6.64900008e-07  2.46557395e-07  1.00000000e+00 
 3.10660147e-07  5.71628974e-01  5.71628974e-01  5.71628974e-01  3.24405836e-09  5.71628974e-01  5.71628974e-01  3.26417063e-09  6.64900837e-07  2.51260296e-07  1.00000000e+00 
 3.20346931e-07  3.24293921e-09  3.31833375e-09  3.25218473e-09  5.71628663e-01  5.71628662e-01  5.71628663e-01  3.26417051e-09  6.64899124e-07  2.59029878e-07  1.00000000e+00 
 3.26273837e-07  5.71628815e-01  3.31833376e-09  3.25218474e-09  5.71628815e-01  5.71628814e-01  5.71628815e-01  3.26417053e-09  6.64899960e-07  2.63782599e-07  1.00000000e+00 
 3.30959958e-07  3.24293923e-09  5.71628824e-01  3.25218475e-09  5.71628824e-01  5.71628824e-01  5.71628824e-01  3.26417064e-09  6.64900013e-07  2.67539782e-07  1.00000000e+00 
