 b0              v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 3.27208575e-09  3.27208575e-09  3.27796979e-09  3.27906718e-09  3.27247562e-09  3.25428974e-09  3.25926925e-09  3.27421413e-09  7.99879352e-07  4.34221192e-08  1.00000000e+00 
 5.51669336e-01  5.51669336e-01  3.27796980e-09  3.27906720e-09  3.27247564e-09  3.25428975e-09  3.25926938e-09  3.27421403e-09  7.99879931e-07  4.44151880e-08  1.00000000e+00 
 3.27208565e-09  3.27208565e-09  5.51669335e-01  3.27906720e-09  3.27247564e-09  3.25428975e-09  3.25926927e-09  3.27421414e-09  7.99879928e-07  4.66772860e-08  1.00000000e+00 
 5.51669430e-01  5.51669430e-01  5.51669430e-01  3.27906720e-09  3.27247564e-09  3.25428976e-09  3.25926927e-09  3.27421415e-09  7.99880500e-07  4.79102269e-08  1.00000000e+00 
 3.27208564e-09  3.27208564e-09  3.27796979e-09  5.51669341e-01  3.27247574e-09  3.25428974e-09  3.25926937e-09  3.27421402e-09  7.99879956e-07  5.21843830e-08  1.00000000e+00 
 5.51669434e-01  5.51669434e-01  3.27796981e-09  5.51669434e-01  3.27247564e-09  3.25428976e-09  3.25926938e-09  3.27421415e-09  7.99880517e-07  5.35876197e-08  1.00000000e+00 
 3.27208577e-09  3.27208577e-09  5.51669434e-01  5.51669434e-01  3.27247576e-09  3.25428964e-09  3.25926927e-09  3.27421414e-09  7.99880524e-07  5.63788873e-08  1.00000000e+00 
 5.51669532e-01  5.51669532e-01  5.51669532e-01  5.51669532e-01  3.27247564e-09  3.25428976e-09  3.25926939e-09  3.27421415e-09  7.99881114e-07  5.78799515e-08  1.00000000e+00 
