 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.27130265e-09  3.27130265e-09  3.26379969e-09  3.23182452e-09  7.73942187e-07  1.86627767e-07  4.93354134e-01 
 5.87512002e-01  5.87512002e-01  3.26379970e-09  3.23182442e-09  7.73942796e-07  2.56499789e-07  5.06528088e-01 
 3.27130266e-09  3.27130266e-09  5.87512002e-01  3.23182454e-09  7.73942795e-07  3.70446379e-07  5.22026090e-01 
 5.87512106e-01  5.87512106e-01  5.87512106e-01  3.23182442e-09  7.73943393e-07  4.70785960e-07  5.32300561e-01 
 3.27130266e-09  3.27130266e-09  3.26379970e-09  5.87512002e-01  7.73942794e-07  6.53435636e-07  5.46591702e-01 
 5.87512105e-01  5.87512105e-01  3.26379970e-09  5.87512105e-01  7.73943388e-07  7.61611600e-07  5.53374106e-01 
 3.27130266e-09  3.27130266e-09  5.87512106e-01  5.87512106e-01  7.73943391e-07  8.94021342e-07  5.60550234e-01 
 5.87512210e-01  5.87512210e-01  5.87512210e-01  5.87512210e-01  7.73943987e-07  9.96980376e-07  5.65480395e-01 
