 b0              v(b0)           v(b1)           v(b2)           i(Vbias)        i(Viout)        v(vbout)       
 3.22884682e-09  3.22884682e-09  3.29654848e-09  3.23572804e-09  8.25818844e-07  8.64242011e-12  1.22689515e-01 
 5.93793911e-01  5.93793911e-01  3.29654860e-09  3.23572805e-09  8.25819252e-07  1.37031121e-07  4.75561197e-01 
 3.22884671e-09  3.22884671e-09  5.93762247e-01  3.23572805e-09  8.25819278e-07  2.77068995e-07  5.04772172e-01 
 5.93794070e-01  5.93794070e-01  5.93762451e-01  3.23572805e-09  8.25819686e-07  4.09677412e-07  5.21484569e-01 
 3.22884671e-09  3.22884671e-09  3.29654849e-09  5.93797075e-01  8.25819217e-07  6.15127224e-07  5.39269372e-01 
 5.93793911e-01  5.93793911e-01  3.29654860e-09  5.93796739e-01  8.25819621e-07  7.49800989e-07  5.48104971e-01 
 3.22884683e-09  3.22884683e-09  5.93762226e-01  5.93796904e-01  8.25819657e-07  8.85457967e-07  5.55625139e-01 
 5.93793979e-01  5.93793979e-01  5.93762381e-01  5.93797151e-01  8.25820062e-07  1.01316330e-06  5.61789860e-01 
