 b0              v(Vb0)          v(Vb1)          v(Vb2)          i(Vbias)        i(viout)        v(vbout)       
 3.27878652e-09  4.62753070e-01  4.57640624e-01  4.61494534e-01  7.21952631e-07  8.23474622e-12  1.25567825e-01 
 5.72638801e-01  1.24016683e-01  1.50186216e-01  1.72956960e-01  7.21953450e-07  7.06566681e-08  4.53770611e-01 
 3.27878653e-09  1.49232664e-01  1.24187719e-01  1.47793822e-01  7.21953460e-07  1.53449877e-07  4.84888518e-01 
 5.72638949e-01  1.10771529e-01  1.11167201e-01  1.35329469e-01  7.21954279e-07  2.22840297e-07  5.00273970e-01 
 3.27878653e-09  1.66953364e-01  1.42389688e-01  1.17034375e-01  7.21953412e-07  3.80170002e-07  5.22827376e-01 
 5.72638940e-01  1.15691037e-01  1.22710642e-01  1.11218621e-01  7.21954230e-07  4.49010781e-07  5.29991264e-01 
 3.27878653e-09  1.34075986e-01  1.08482518e-01  1.05516085e-01  7.21954250e-07  5.27749028e-07  5.37013829e-01 
 5.72639089e-01  1.04884902e-01  9.94139161e-02  1.01255267e-01  7.21955062e-07  5.94834765e-07  5.42260153e-01 
