 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.56133864e-07  3.63979844e-09  3.35313276e-09  3.35221893e-09  3.53836164e-09  3.34414083e-09  3.34525066e-09  3.34053907e-09  1.56133864e-07  9.55402868e-10  1.00000000e+00 
 1.56134964e-07  4.56950564e-01  3.35313286e-09  3.35221902e-09  3.53836174e-09  3.34414087e-09  3.34525067e-09  3.34053908e-09  1.56134964e-07  1.58233604e-09  1.00000000e+00 
 1.56134898e-07  3.63979852e-09  4.56950521e-01  3.35221900e-09  3.53836172e-09  3.34414091e-09  3.34525065e-09  3.34053912e-09  1.56134898e-07  2.59014854e-09  1.00000000e+00 
 1.56135898e-07  4.56951278e-01  4.56951278e-01  3.35221907e-09  3.53836175e-09  3.34414093e-09  3.34525070e-09  3.34053912e-09  1.56135898e-07  4.19009893e-09  1.00000000e+00 
 1.56134905e-07  3.63979854e-09  3.35313286e-09  4.56950532e-01  3.53836174e-09  3.34414087e-09  3.34525067e-09  3.34053907e-09  1.56134905e-07  5.79706949e-09  1.00000000e+00 
 1.56135951e-07  4.56951310e-01  3.35313291e-09  4.56951311e-01  3.53836176e-09  3.34414099e-09  3.34525071e-09  3.34053912e-09  1.56135951e-07  7.46644702e-09  1.00000000e+00 
 1.56135924e-07  3.63979856e-09  4.56951280e-01  4.56951280e-01  3.53836175e-09  3.34414099e-09  3.34525070e-09  3.34053912e-09  1.56135924e-07  8.84043772e-09  1.00000000e+00 
 1.56136935e-07  4.56952060e-01  4.56952060e-01  4.56952060e-01  3.53836183e-09  3.34414100e-09  3.34525069e-09  3.34053916e-09  1.56136935e-07  1.05102984e-08  1.00000000e+00 
 1.56134920e-07  3.63979854e-09  3.35313280e-09  3.35221901e-09  4.56950535e-01  3.34414087e-09  3.34525067e-09  3.34053902e-09  1.56134920e-07  1.18677690e-08  1.00000000e+00 
 1.56135999e-07  4.56951334e-01  3.35313291e-09  3.35221907e-09  4.56951334e-01  3.34414099e-09  3.34525071e-09  3.34053913e-09  1.56135999e-07  1.35043550e-08  1.00000000e+00 
