 b0              v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  7.62644030e-07  4.21510435e-08  1.00000000e+00 
 5.95407533e-01  5.95407533e-01  3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  7.62644769e-07  4.60974157e-08  1.00000000e+00 
 3.26368098e-09  3.26368098e-09  5.95407533e-01  3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  7.62644767e-07  5.03674222e-08  1.00000000e+00 
 5.95407663e-01  5.95407663e-01  5.95407663e-01  3.26368099e-09  3.26368099e-09  3.26368099e-09  3.26368099e-09  3.26368099e-09  7.62645497e-07  5.47515491e-08  1.00000000e+00 
 3.26368098e-09  3.26368098e-09  3.26368098e-09  5.95407533e-01  3.26368098e-09  3.26368098e-09  3.26368098e-09  3.26368098e-09  7.62644769e-07  6.04650303e-08  1.00000000e+00 
 5.95407662e-01  5.95407662e-01  3.26368099e-09  5.95407662e-01  3.26368099e-09  3.26368099e-09  3.26368099e-09  3.26368099e-09  7.62645492e-07  6.60981634e-08  1.00000000e+00 
 3.26368099e-09  3.26368099e-09  5.95407663e-01  5.95407663e-01  3.26368099e-09  3.26368099e-09  3.26368099e-09  3.26368099e-09  7.62645493e-07  7.14695112e-08  1.00000000e+00 
 5.95407794e-01  5.95407794e-01  5.95407794e-01  5.95407794e-01  3.26368099e-09  3.26368099e-09  3.26368099e-09  3.26368099e-09  7.62646231e-07  7.65923431e-08  1.00000000e+00 
