 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.58110830e-07  3.53856120e-09  3.43008498e-09  3.30702599e-09  3.42982142e-09  3.31226937e-09  3.42182953e-09  3.15357363e-09  1.58110830e-07  1.01267972e-09  1.00000000e+00 
 1.58111801e-07  4.50573499e-01  3.43008497e-09  3.30702600e-09  3.42982152e-09  3.31226948e-09  3.42182957e-09  3.15357363e-09  1.58111801e-07  1.63447567e-09  1.00000000e+00 
 1.58111824e-07  3.53856127e-09  4.50573518e-01  3.30702606e-09  3.42982153e-09  3.31226948e-09  3.42182957e-09  3.15357363e-09  1.58111824e-07  2.77903212e-09  1.00000000e+00 
 1.58112741e-07  4.50574207e-01  4.50574207e-01  3.30702609e-09  3.42982154e-09  3.31226945e-09  3.42182963e-09  3.15357361e-09  1.58112741e-07  4.34961578e-09  1.00000000e+00 
 1.58111761e-07  3.53856124e-09  3.43008500e-09  4.50573466e-01  3.42982149e-09  3.31226945e-09  3.42182959e-09  3.15357361e-09  1.58111761e-07  5.88347859e-09  1.00000000e+00 
 1.58112729e-07  4.50574207e-01  3.43008505e-09  4.50574207e-01  3.42982154e-09  3.31226945e-09  3.42182963e-09  3.15357361e-09  1.58112729e-07  7.49820117e-09  1.00000000e+00 
 1.58112710e-07  3.53856130e-09  4.50574206e-01  4.50574206e-01  3.42982159e-09  3.31226945e-09  3.42182963e-09  3.15357367e-09  1.58112710e-07  9.00269015e-09  1.00000000e+00 
 1.58113701e-07  4.50574914e-01  4.50574914e-01  4.50574914e-01  3.42982164e-09  3.31226950e-09  3.42182972e-09  3.15357373e-09  1.58113701e-07  1.06220313e-08  1.00000000e+00 
 1.58111875e-07  3.53856121e-09  3.43008503e-09  3.30702606e-09  4.50573539e-01  3.31226948e-09  3.42182957e-09  3.15357364e-09  1.58111875e-07  1.20873125e-08  1.00000000e+00 
 1.58112793e-07  4.50574241e-01  3.43008505e-09  3.30702609e-09  4.50574241e-01  3.31226951e-09  3.42182964e-09  3.15357367e-09  1.58112793e-07  1.36713112e-08  1.00000000e+00 
 1.58112823e-07  3.53856131e-09  4.50574275e-01  3.30702609e-09  4.50574275e-01  3.31226951e-09  3.42182964e-09  3.15357367e-09  1.58112823e-07  1.51677426e-08  1.00000000e+00 
 1.58113802e-07  4.50574983e-01  4.50574983e-01  3.30702612e-09  4.50574983e-01  3.31226948e-09  3.42182970e-09  3.15357370e-09  1.58113802e-07  1.67840284e-08  1.00000000e+00 
 1.58112734e-07  3.53856130e-09  3.43008505e-09  4.50574205e-01  4.50574205e-01  3.31226945e-09  3.42182963e-09  3.15357367e-09  1.58112734e-07  1.82796640e-08  1.00000000e+00 
 1.58113802e-07  4.50574998e-01  3.43008507e-09  4.50574998e-01  4.50574998e-01  3.31226948e-09  3.42182970e-09  3.15357371e-09  1.58113802e-07  1.98740651e-08  1.00000000e+00 
 1.58113734e-07  3.53856135e-09  4.50574962e-01  4.50574962e-01  4.50574962e-01  3.31226948e-09  3.42182970e-09  3.15357370e-09  1.58113734e-07  2.13710365e-08  1.00000000e+00 
