 b0              v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 3.23820717e-09  3.23820717e-09  3.23621167e-09  3.32298604e-09  3.24455116e-09  3.25892708e-09  3.22894703e-09  3.25581316e-09  7.75747612e-07  4.77171227e-08  1.00000000e+00 
 5.39848899e-01  5.39848899e-01  3.23621169e-09  3.32298605e-09  3.24455117e-09  3.25892710e-09  3.22894705e-09  3.25581318e-09  7.75748124e-07  4.87030150e-08  1.00000000e+00 
 3.23820719e-09  3.23820719e-09  5.39848896e-01  3.32298616e-09  3.24455117e-09  3.25892709e-09  3.22894705e-09  3.25581318e-09  7.75748102e-07  5.01069763e-08  1.00000000e+00 
 5.39848982e-01  5.39848982e-01  5.39848982e-01  3.32298604e-09  3.24455116e-09  3.25892708e-09  3.22894704e-09  3.25581328e-09  7.75748624e-07  5.12495291e-08  1.00000000e+00 
 3.23820719e-09  3.23820719e-09  3.23621169e-09  5.39848903e-01  3.24455117e-09  3.25892709e-09  3.22894705e-09  3.25581318e-09  7.75748145e-07  5.49040209e-08  1.00000000e+00 
 5.39848985e-01  5.39848985e-01  3.23621168e-09  5.39848985e-01  3.24455116e-09  3.25892708e-09  3.22894704e-09  3.25581317e-09  7.75748649e-07  5.61569209e-08  1.00000000e+00 
 3.23820719e-09  3.23820719e-09  5.39848987e-01  5.39848987e-01  3.24455117e-09  3.25892710e-09  3.22894705e-09  3.25581329e-09  7.75748656e-07  5.77252308e-08  1.00000000e+00 
 5.39849072e-01  5.39849072e-01  5.39849072e-01  5.39849072e-01  3.24455116e-09  3.25892708e-09  3.22894704e-09  3.25581317e-09  7.75749175e-07  5.89972586e-08  1.00000000e+00 
