 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.57711207e-07  3.22780664e-09  3.21680550e-09  3.23586948e-09  3.29924760e-09  3.23465596e-09  3.24570121e-09  3.24189863e-09  1.57711207e-07  3.47870355e-09  1.00000000e+00 
 1.57712067e-07  4.48514916e-01  3.21680551e-09  3.23586961e-09  3.29924762e-09  3.23465597e-09  3.24570122e-09  3.24189864e-09  1.57712067e-07  5.60484636e-09  1.00000000e+00 
 1.57712196e-07  3.22780665e-09  4.48514985e-01  3.23586950e-09  3.29924762e-09  3.23465598e-09  3.24570134e-09  3.24189876e-09  1.57712196e-07  9.34392119e-09  1.00000000e+00 
 1.57713155e-07  4.48515671e-01  4.48515671e-01  3.23586953e-09  3.29924766e-09  3.23465600e-09  3.24570125e-09  3.24189879e-09  1.57713155e-07  1.47194896e-08  1.00000000e+00 
 1.57712197e-07  3.22780665e-09  3.21680551e-09  4.48514961e-01  3.29924751e-09  3.23465598e-09  3.24570122e-09  3.24189876e-09  1.57712197e-07  1.97636609e-08  1.00000000e+00 
 1.57713143e-07  4.48515683e-01  3.21680554e-09  4.48515683e-01  3.29924766e-09  3.23465600e-09  3.24570125e-09  3.24189867e-09  1.57713143e-07  2.53950247e-08  1.00000000e+00 
 1.57713028e-07  3.22780668e-09  4.48515630e-01  4.48515629e-01  3.29924766e-09  3.23465600e-09  3.24570125e-09  3.24189867e-09  1.57713028e-07  3.05455217e-08  1.00000000e+00 
 1.57714123e-07  4.48516410e-01  4.48516410e-01  4.48516410e-01  3.29924768e-09  3.23465602e-09  3.24570127e-09  3.24189880e-09  1.57714123e-07  3.61993671e-08  1.00000000e+00 
 1.57712179e-07  3.22780665e-09  3.21680552e-09  3.23586951e-09  4.48514992e-01  3.23465598e-09  3.24570123e-09  3.24189865e-09  1.57712179e-07  4.20403126e-08  1.00000000e+00 
 1.57713101e-07  4.48515704e-01  3.21680554e-09  3.23586953e-09  4.48515704e-01  3.23465600e-09  3.24570126e-09  3.24189867e-09  1.57713101e-07  4.75812101e-08  1.00000000e+00 
 1.57713052e-07  3.22780668e-09  4.48515650e-01  3.23586964e-09  4.48515651e-01  3.23465600e-09  3.24570126e-09  3.24189878e-09  1.57713052e-07  5.27111297e-08  1.00000000e+00 
 1.57714345e-07  4.48516572e-01  4.48516572e-01  3.23586967e-09  4.48516572e-01  3.23465591e-09  3.24570127e-09  3.24189880e-09  1.57714345e-07  5.83602855e-08  1.00000000e+00 
