 b0              v(Vb0)          v(Vb1)          v(Vb2)          i(Vbias)        i(viout)        v(vbout)       
 3.25425721e-09  4.83768793e-01  4.76944632e-01  4.80611958e-01  7.26079044e-07  7.44915241e-12  1.24745634e-01 
 5.78260584e-01  1.37378875e-01  1.61421238e-01  1.82281290e-01  7.26079792e-07  8.66094716e-08  4.64093974e-01 
 3.25425722e-09  1.68489569e-01  1.43045824e-01  1.64656815e-01  7.26079800e-07  1.47638419e-07  4.85465607e-01 
 5.78260720e-01  1.25622110e-01  1.27129789e-01  1.49564513e-01  7.26080547e-07  2.30379543e-07  5.03705705e-01 
 3.25425722e-09  1.85239429e-01  1.60438528e-01  1.36968529e-01  7.26079787e-07  3.31436489e-07  5.18917201e-01 
 5.78260717e-01  1.29882191e-01  1.37390947e-01  1.29038395e-01  7.26080530e-07  4.15318150e-07  5.28500188e-01 
 3.25425723e-09  1.53054212e-01  1.26847431e-01  1.24318239e-01  7.26080539e-07  4.74430459e-07  5.34208988e-01 
 5.78260855e-01  1.20163979e-01  1.15737413e-01  1.18654535e-01  7.26081293e-07  5.55896584e-07  5.41065348e-01 
