 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.01465503e-11  3.32891066e-09  3.32891066e-09  3.32891066e-09  3.32891066e-09  3.32891066e-09  3.32891066e-09  3.32891066e-09  1.65561676e-07  1.29659838e-09  1.00000000e+00 
 1.77448101e-09  4.63194624e-01  3.32891067e-09  3.32891067e-09  3.32891067e-09  3.32891067e-09  3.32891067e-09  3.32891067e-09  1.65562582e-07  2.23161578e-09  1.00000000e+00 
 3.52196139e-09  3.32891072e-09  4.63194623e-01  3.32891067e-09  3.32891067e-09  3.32891067e-09  3.32891067e-09  3.32891067e-09  1.65562582e-07  3.77075082e-09  1.00000000e+00 
 5.33546540e-09  4.63195281e-01  4.63195281e-01  3.32891071e-09  3.32891071e-09  3.32891071e-09  3.32891071e-09  3.32891071e-09  1.65563478e-07  5.56943291e-09  1.00000000e+00 
 7.01589897e-09  3.32891072e-09  3.32891072e-09  4.63194616e-01  3.32891067e-09  3.32891067e-09  3.32891067e-09  3.32891067e-09  1.65562575e-07  7.25596294e-09  1.00000000e+00 
 8.83269990e-09  4.63195288e-01  3.32891076e-09  4.63195288e-01  3.32891071e-09  3.32891071e-09  3.32891071e-09  3.32891071e-09  1.65563488e-07  9.07775188e-09  1.00000000e+00 
 1.05960964e-08  3.32891076e-09  4.63195284e-01  4.63195284e-01  3.32891071e-09  3.32891071e-09  3.32891071e-09  3.32891071e-09  1.65563485e-07  1.08422427e-08  1.00000000e+00 
 1.24258861e-08  4.63195937e-01  4.63195937e-01  4.63195937e-01  3.32891074e-09  3.32891074e-09  3.32891074e-09  3.32891074e-09  1.65564373e-07  1.26705970e-08  1.00000000e+00 
 1.39634153e-08  3.32891067e-09  3.32891067e-09  3.32891067e-09  4.63194622e-01  3.32891067e-09  3.32891067e-09  3.32891067e-09  1.65562582e-07  1.42050993e-08  1.00000000e+00 
 1.57705529e-08  4.63195276e-01  3.32891076e-09  3.32891071e-09  4.63195276e-01  3.32891071e-09  3.32891071e-09  3.32891071e-09  1.65563478e-07  1.60072062e-08  1.00000000e+00 
 1.75423338e-08  3.32891071e-09  4.63195288e-01  3.32891071e-09  4.63195288e-01  3.32891071e-09  3.32891071e-09  3.32891071e-09  1.65563488e-07  1.77728481e-08  1.00000000e+00 
 1.93823837e-08  4.63195946e-01  4.63195946e-01  3.32891074e-09  4.63195946e-01  3.32891074e-09  3.32891074e-09  3.32891074e-09  1.65564391e-07  1.96056646e-08  1.00000000e+00 
 2.10495443e-08  3.32891070e-09  3.32891070e-09  4.63195263e-01  4.63195263e-01  3.32891076e-09  3.32891076e-09  3.32891076e-09  1.65563456e-07  2.12657056e-08  1.00000000e+00 
 2.28701253e-08  4.63195942e-01  3.32891074e-09  4.63195942e-01  4.63195942e-01  3.32891074e-09  3.32891074e-09  3.32891074e-09  1.65564380e-07  2.30780870e-08  1.00000000e+00 
