 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 6.76963353e-07  3.29408023e-09  3.23911882e-09  3.27260468e-09  3.27389515e-09  3.24524347e-09  3.26581065e-09  3.22768716e-09  6.76963353e-07  4.70264183e-08  1.00000000e+00 
 6.76964106e-07  5.18540706e-01  3.23911882e-09  3.27260468e-09  3.27389515e-09  3.24524358e-09  3.26581066e-09  3.22768716e-09  6.76964106e-07  5.08052835e-08  1.00000000e+00 
 6.76964099e-07  3.29408023e-09  5.18540704e-01  3.27260468e-09  3.27389515e-09  3.24524347e-09  3.26581066e-09  3.22768717e-09  6.76964099e-07  5.51187753e-08  1.00000000e+00 
 6.76964888e-07  5.18540848e-01  5.18540848e-01  3.27260468e-09  3.27389504e-09  3.24524359e-09  3.26581066e-09  3.22768717e-09  6.76964888e-07  5.98273431e-08  1.00000000e+00 
 6.76964106e-07  3.29408023e-09  3.23911871e-09  5.18540705e-01  3.27389504e-09  3.24524358e-09  3.26581066e-09  3.22768705e-09  6.76964106e-07  6.60466952e-08  1.00000000e+00 
 6.76964891e-07  5.18540848e-01  3.23911882e-09  5.18540848e-01  3.27389515e-09  3.24524358e-09  3.26581066e-09  3.22768705e-09  6.76964891e-07  7.19869035e-08  1.00000000e+00 
 6.76964863e-07  3.29408024e-09  5.18540842e-01  5.18540842e-01  3.27389515e-09  3.24524347e-09  3.26581066e-09  3.22768717e-09  6.76964863e-07  7.79146347e-08  1.00000000e+00 
 6.76965648e-07  5.18540985e-01  5.18540985e-01  5.18540985e-01  3.27389516e-09  3.24524358e-09  3.26581066e-09  3.22768706e-09  6.76965648e-07  8.39536796e-08  1.00000000e+00 
 6.76964099e-07  3.29408035e-09  3.23911881e-09  3.27260468e-09  5.18540704e-01  3.24524358e-09  3.26581066e-09  3.22768705e-09  6.76964099e-07  9.36506268e-08  1.00000000e+00 
 6.76964870e-07  5.18540844e-01  3.23911882e-09  3.27260457e-09  5.18540844e-01  3.24524358e-09  3.26581066e-09  3.22768706e-09  6.76964870e-07  1.00762804e-07  1.00000000e+00 
 6.76964845e-07  3.29408024e-09  5.18540839e-01  3.27260468e-09  5.18540839e-01  3.24524347e-09  3.26581066e-09  3.22768717e-09  6.76964845e-07  1.07696323e-07  1.00000000e+00 
 6.76965616e-07  5.18540979e-01  5.18540979e-01  3.27260469e-09  5.18540979e-01  3.24524348e-09  3.26581066e-09  3.22768717e-09  6.76965616e-07  1.14468364e-07  1.00000000e+00 
 6.76964856e-07  3.29408024e-09  3.23911871e-09  5.18540841e-01  5.18540841e-01  3.24524359e-09  3.26581066e-09  3.22768717e-09  6.76964856e-07  1.21869959e-07  1.00000000e+00 
 6.76965623e-07  5.18540981e-01  3.23911871e-09  5.18540981e-01  5.18540981e-01  3.24524347e-09  3.26581066e-09  3.22768717e-09  6.76965623e-07  1.28664183e-07  1.00000000e+00 
 6.76965602e-07  3.29408035e-09  5.18540977e-01  5.18540977e-01  5.18540977e-01  3.24524358e-09  3.26581066e-09  3.22768717e-09  6.76965602e-07  1.34914572e-07  1.00000000e+00 
 6.76966408e-07  5.18541123e-01  5.18541123e-01  5.18541123e-01  5.18541123e-01  3.24524348e-09  3.26581067e-09  3.22768717e-09  6.76966408e-07  1.41045973e-07  1.00000000e+00 
 6.76964088e-07  3.29408023e-09  3.23911871e-09  3.27260468e-09  3.27389515e-09  5.18540703e-01  3.26581066e-09  3.22768705e-09  6.76964088e-07  1.47085913e-07  1.00000000e+00 
 6.76964859e-07  5.18540843e-01  3.23911882e-09  3.27260468e-09  3.27389504e-09  5.18540843e-01  3.26581066e-09  3.22768717e-09  6.76964859e-07  1.54484923e-07  1.00000000e+00 
 6.76964845e-07  3.29408024e-09  5.18540840e-01  3.27260468e-09  3.27389515e-09  5.18540840e-01  3.26581066e-09  3.22768717e-09  6.76964845e-07  1.61738299e-07  1.00000000e+00 
 6.76965623e-07  5.18540981e-01  5.18540981e-01  3.27260469e-09  3.27389516e-09  5.18540981e-01  3.26581066e-09  3.22768717e-09  6.76965623e-07  1.68740186e-07  1.00000000e+00 
 6.76964863e-07  3.29408024e-09  3.23911882e-09  5.18540842e-01  3.27389504e-09  5.18540842e-01  3.26581066e-09  3.22768706e-09  6.76964863e-07  1.76661331e-07  1.00000000e+00 
 6.76965630e-07  5.18540983e-01  3.23911871e-09  5.18540983e-01  3.27389504e-09  5.18540983e-01  3.26581066e-09  3.22768717e-09  6.76965630e-07  1.83705481e-07  1.00000000e+00 
 6.76965602e-07  3.29408024e-09  5.18540977e-01  5.18540977e-01  3.27389516e-09  5.18540977e-01  3.26581066e-09  3.22768717e-09  6.76965602e-07  1.90206677e-07  1.00000000e+00 
 6.76966405e-07  5.18541123e-01  5.18541123e-01  5.18541123e-01  3.27389516e-09  5.18541123e-01  3.26581067e-09  3.22768706e-09  6.76966405e-07  1.96518741e-07  1.00000000e+00 
 6.76964834e-07  3.29408024e-09  3.23911871e-09  3.27260457e-09  5.18540838e-01  5.18540838e-01  3.26581066e-09  3.22768717e-09  6.76964834e-07  2.05164710e-07  1.00000000e+00 
 6.76965616e-07  5.18540979e-01  3.23911871e-09  3.27260469e-09  5.18540979e-01  5.18540979e-01  3.26581066e-09  3.22768705e-09  6.76965616e-07  2.12059618e-07  1.00000000e+00 
 6.76965584e-07  3.29408035e-09  5.18540973e-01  3.27260469e-09  5.18540973e-01  5.18540973e-01  3.26581066e-09  3.22768717e-09  6.76965584e-07  2.18614787e-07  1.00000000e+00 
 6.76966380e-07  5.18541118e-01  5.18541118e-01  3.27260458e-09  5.18541118e-01  5.18541118e-01  3.26581067e-09  3.22768718e-09  6.76966380e-07  2.24991410e-07  1.00000000e+00 
 6.76965591e-07  3.29408035e-09  3.23911882e-09  5.18540975e-01  5.18540975e-01  5.18540975e-01  3.26581066e-09  3.22768717e-09  6.76965591e-07  2.31709976e-07  1.00000000e+00 
 6.76966415e-07  5.18541124e-01  3.23911882e-09  5.18541124e-01  5.18541124e-01  5.18541124e-01  3.26581067e-09  3.22768706e-09  6.76966415e-07  2.38018359e-07  1.00000000e+00 
 6.76966369e-07  3.29408025e-09  5.18541117e-01  5.18541117e-01  5.18541117e-01  5.18541117e-01  3.26581067e-09  3.22768717e-09  6.76966369e-07  2.43729488e-07  1.00000000e+00 
 6.76967144e-07  5.18541257e-01  5.18541257e-01  5.18541257e-01  5.18541257e-01  5.18541257e-01  3.26581067e-09  3.22768706e-09  6.76967144e-07  2.49343316e-07  1.00000000e+00 
