 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.58827412e-07  3.23447877e-09  3.24657438e-09  3.22977438e-09  3.29082742e-09  3.22477033e-09  3.25754257e-09  3.26252106e-09  1.58827412e-07  3.52275720e-09  1.00000000e+00 
 1.58828196e-07  4.49475584e-01  3.24657441e-09  3.22977440e-09  3.29082734e-09  3.22477024e-09  3.25754259e-09  3.26252109e-09  1.58828196e-07  5.61240654e-09  1.00000000e+00 
 1.58828213e-07  3.23447891e-09  4.49475624e-01  3.22977441e-09  3.29082745e-09  3.22477035e-09  3.25754248e-09  3.26252109e-09  1.58828213e-07  9.34915079e-09  1.00000000e+00 
 1.58829214e-07  4.49476387e-01  4.49476387e-01  3.22977443e-09  3.29082736e-09  3.22477037e-09  3.25754261e-09  3.26252110e-09  1.58829214e-07  1.49439074e-08  1.00000000e+00 
 1.58828294e-07  3.23447891e-09  3.24657441e-09  4.49475699e-01  3.29082734e-09  3.22477035e-09  3.25754248e-09  3.26252109e-09  1.58828294e-07  2.00083718e-08  1.00000000e+00 
 1.58829383e-07  4.49476472e-01  3.24657443e-09  4.49476472e-01  3.29082748e-09  3.22477037e-09  3.25754261e-09  3.26252111e-09  1.58829383e-07  2.59242086e-08  1.00000000e+00 
 1.58829328e-07  3.23447893e-09  4.49476447e-01  4.49476447e-01  3.29082736e-09  3.22477037e-09  3.25754261e-09  3.26252111e-09  1.58829328e-07  3.13081614e-08  1.00000000e+00 
 1.58830222e-07  4.49477130e-01  4.49477130e-01  4.49477130e-01  3.29082750e-09  3.22477038e-09  3.25754251e-09  3.26252112e-09  1.58830222e-07  3.72309330e-08  1.00000000e+00 
 1.58828292e-07  3.23447880e-09  3.24657441e-09  3.22977441e-09  4.49475659e-01  3.22477035e-09  3.25754248e-09  3.26252109e-09  1.58828292e-07  4.24101643e-08  1.00000000e+00 
 1.58829352e-07  4.49476444e-01  3.24657443e-09  3.22977443e-09  4.49476444e-01  3.22477037e-09  3.25754261e-09  3.26252111e-09  1.58829352e-07  4.82215796e-08  1.00000000e+00 
 1.58829303e-07  3.23447882e-09  4.49476431e-01  3.22977443e-09  4.49476431e-01  3.22477037e-09  3.25754250e-09  3.26252111e-09  1.58829303e-07  5.35750075e-08  1.00000000e+00 
 1.58830189e-07  4.49477095e-01  4.49477095e-01  3.22977445e-09  4.49477095e-01  3.22477038e-09  3.25754251e-09  3.26252112e-09  1.58830189e-07  5.94856715e-08  1.00000000e+00 
