 b0              v(b0)           v(b1)           v(b2)           i(Vbias)        i(viout)        v(vbout)       
 1.59756249e-09  1.59756249e-09  1.56386897e-09  1.59908096e-09  7.28127608e-07  8.00781663e-12  9.44646767e-02 
 5.69832695e-01  5.69832695e-01  1.56386886e-09  1.59908096e-09  7.28128379e-07  1.17813183e-07  4.57832490e-01 
 1.59756250e-09  1.59756250e-09  5.69832685e-01  1.59908085e-09  7.28128322e-07  2.22590234e-07  4.84359465e-01 
 5.69832823e-01  5.69832823e-01  5.69832823e-01  1.59908085e-09  7.28129089e-07  3.32760749e-07  5.01432236e-01 
 1.59756249e-09  1.59756249e-09  1.56386886e-09  5.69832681e-01  7.28128301e-07  4.57863383e-07  5.15184550e-01 
 5.69832824e-01  5.69832824e-01  1.56386898e-09  5.69832824e-01  7.28129091e-07  5.72259008e-07  5.24922666e-01 
 1.59756250e-09  1.59756250e-09  5.69832807e-01  5.69832806e-01  7.28128999e-07  6.73720283e-07  5.32129228e-01 
 5.69832949e-01  5.69832949e-01  5.69832949e-01  5.69832949e-01  7.28129791e-07  7.79524804e-07  5.38635370e-01 
