 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.27586147e-09  3.27586147e-09  3.26611689e-09  3.24681650e-09  6.79667534e-07  6.69961739e-08  4.56294024e-01 
 5.72787001e-01  5.72787001e-01  3.26611690e-09  3.24681662e-09  6.79668486e-07  1.28835351e-07  4.82256265e-01 
 3.27586147e-09  3.27586147e-09  5.72786992e-01  3.24681650e-09  6.79668434e-07  2.42442315e-07  5.08100427e-01 
 5.72787164e-01  5.72787164e-01  5.72787164e-01  3.24681651e-09  6.79669386e-07  3.18231265e-07  5.19468063e-01 
 3.27586148e-09  3.27586148e-09  3.26611690e-09  5.72786990e-01  6.79668421e-07  3.70145957e-07  5.25852882e-01 
 5.72787162e-01  5.72787162e-01  3.26611679e-09  5.72787161e-01  6.79669373e-07  4.46480632e-07  5.33847558e-01 
 3.27586148e-09  3.27586148e-09  5.72787151e-01  5.72787151e-01  6.79669311e-07  5.57229336e-07  5.43405983e-01 
 5.72787324e-01  5.72787324e-01  5.72787324e-01  5.72787324e-01  6.79670272e-07  6.30701043e-07  5.48804675e-01 
