 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.24429321e-09  3.24429321e-09  3.24039286e-09  3.26584766e-09  7.96345573e-07  1.60196301e-11  1.47594136e-01 
 5.91841192e-01  5.91841192e-01  3.24039277e-09  3.26584757e-09  7.96346160e-07  1.34258643e-07  4.78038355e-01 
 3.24429310e-09  3.24429310e-09  5.91841185e-01  3.26584756e-09  7.96346120e-07  2.73699424e-07  5.07564674e-01 
 5.91841285e-01  5.91841285e-01  5.91841285e-01  3.26584756e-09  7.96346690e-07  3.96103340e-07  5.23336637e-01 
 3.24429323e-09  3.24429323e-09  3.24039277e-09  5.91841196e-01  7.96346183e-07  5.38823688e-07  5.36727161e-01 
 5.91841295e-01  5.91841295e-01  3.24039276e-09  5.91841295e-01  7.96346753e-07  6.60919723e-07  5.45759517e-01 
 3.24429322e-09  3.24429322e-09  5.91841290e-01  5.91841290e-01  7.96346720e-07  7.88883662e-07  5.53689205e-01 
 5.91841391e-01  5.91841391e-01  5.91841391e-01  5.91841391e-01  7.96347297e-07  9.02984464e-07  5.59811607e-01 
