 b0              v(Vb0)          v(Vb1)          v(Vb2)          i(Vbias)        i(viout)        v(vbout)       
 3.25153561e-09  4.88188783e-01  4.85270901e-01  4.90164358e-01  8.11425281e-07  7.43316519e-12  1.26417111e-01 
 5.92023429e-01  1.34885008e-01  1.58089762e-01  1.82165550e-01  8.11425863e-07  1.27672445e-07  4.81809723e-01 
 3.25153573e-09  1.60106687e-01  1.39184486e-01  1.64048880e-01  8.11425871e-07  2.20975005e-07  5.04224608e-01 
 5.92023531e-01  1.21045313e-01  1.23051080e-01  1.48788413e-01  8.11426450e-07  3.46586353e-07  5.23072687e-01 
 3.25153573e-09  1.77983532e-01  1.58078623e-01  1.31571649e-01  8.11425878e-07  5.68174904e-07  5.44306296e-01 
 5.92023532e-01  1.26161916e-01  1.34070945e-01  1.24290087e-01  8.11426459e-07  6.97109476e-07  5.53277432e-01 
 3.25153573e-09  1.44891649e-01  1.22862463e-01  1.19747771e-01  8.11426466e-07  7.90808215e-07  5.58870762e-01 
 5.92023636e-01  1.15025753e-01  1.11542510e-01  1.14463484e-01  8.11427051e-07  9.14409265e-07  5.65374770e-01 
