 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 7.94439063e-07  3.21660159e-09  3.31333252e-09  3.26279619e-09  3.26958293e-09  3.26313215e-09  3.25145480e-09  3.25123931e-09  7.94439063e-07  4.11343137e-08  1.00000000e+00 
 7.94439655e-07  5.93259786e-01  3.31333253e-09  3.26279619e-09  3.26958282e-09  3.26313215e-09  3.25145469e-09  3.25123931e-09  7.94439655e-07  4.44943211e-08  1.00000000e+00 
 7.94439716e-07  3.21660148e-09  5.93259796e-01  3.26279620e-09  3.26958283e-09  3.26313215e-09  3.25145480e-09  3.25123931e-09  7.94439716e-07  4.81601070e-08  1.00000000e+00 
 7.94440330e-07  5.93259900e-01  5.93259900e-01  3.26279609e-09  3.26958283e-09  3.26313216e-09  3.25145481e-09  3.25123932e-09  7.94440330e-07  5.22205852e-08  1.00000000e+00 
 7.94439689e-07  3.21660160e-09  3.31333253e-09  5.93259791e-01  3.26958294e-09  3.26313216e-09  3.25145469e-09  3.25123931e-09  7.94439689e-07  5.57451223e-08  1.00000000e+00 
 7.94440303e-07  5.93259896e-01  3.31333253e-09  5.93259896e-01  3.26958294e-09  3.26313216e-09  3.25145481e-09  3.25123932e-09  7.94440303e-07  6.09944415e-08  1.00000000e+00 
 7.94440363e-07  3.21660148e-09  5.93259906e-01  5.93259906e-01  3.26958294e-09  3.26313216e-09  3.25145481e-09  3.25123932e-09  7.94440363e-07  6.60148665e-08  1.00000000e+00 
 7.94440960e-07  5.93260008e-01  5.93260008e-01  5.93260008e-01  3.26958295e-09  3.26313217e-09  3.25145470e-09  3.25123933e-09  7.94440960e-07  7.12129129e-08  1.00000000e+00 
 7.94439706e-07  3.21660148e-09  3.31333253e-09  3.26279620e-09  5.93259794e-01  3.26313215e-09  3.25145469e-09  3.25123931e-09  7.94439706e-07  8.64781029e-08  1.00000000e+00 
 7.94440314e-07  5.93259898e-01  3.31333242e-09  3.26279609e-09  5.93259898e-01  3.26313216e-09  3.25145481e-09  3.25123932e-09  7.94440314e-07  9.32361814e-08  1.00000000e+00 
