 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.58436126e-07  3.32674041e-09  3.25267614e-09  3.21345780e-09  3.26116630e-09  3.25109686e-09  3.24871195e-09  3.25457902e-09  1.58436126e-07  3.59725050e-09  1.00000000e+00 
 1.58437041e-07  4.49165643e-01  3.25267615e-09  3.21345781e-09  3.26116620e-09  3.25109688e-09  3.24871185e-09  3.25457916e-09  1.58437041e-07  5.58438273e-09  1.00000000e+00 
 1.58437028e-07  3.32674044e-09  4.49165600e-01  3.21345770e-09  3.26116632e-09  3.25109689e-09  3.24871186e-09  3.25457916e-09  1.58437028e-07  9.32638500e-09  1.00000000e+00 
 1.58438153e-07  4.49166426e-01  4.49166426e-01  3.21345784e-09  3.26116624e-09  3.25109691e-09  3.24871189e-09  3.25457908e-09  1.58438153e-07  1.44863748e-08  1.00000000e+00 
 1.58437136e-07  3.32674045e-09  3.25267606e-09  4.49165642e-01  3.26116622e-09  3.25109689e-09  3.24871187e-09  3.25457906e-09  1.58437136e-07  2.01241619e-08  1.00000000e+00 
 1.58437900e-07  4.49166280e-01  3.25267607e-09  4.49166280e-01  3.26116624e-09  3.25109691e-09  3.24871188e-09  3.25457907e-09  1.58437900e-07  2.55875818e-08  1.00000000e+00 
 1.58438049e-07  3.32674047e-09  4.49166328e-01  4.49166328e-01  3.26116622e-09  3.25109690e-09  3.24871199e-09  3.25457918e-09  1.58438049e-07  3.09570964e-08  1.00000000e+00 
 1.58438813e-07  4.49166951e-01  4.49166951e-01  4.49166951e-01  3.26116625e-09  3.25109692e-09  3.24871201e-09  3.25457920e-09  1.58438813e-07  3.64433959e-08  1.00000000e+00 
 1.58437110e-07  3.32674044e-09  3.25267616e-09  3.21345781e-09  4.49165643e-01  3.25109688e-09  3.24871186e-09  3.25457904e-09  1.58437110e-07  4.17703916e-08  1.00000000e+00 
 1.58438112e-07  4.49166400e-01  3.25267608e-09  3.21345784e-09  4.49166400e-01  3.25109691e-09  3.24871189e-09  3.25457908e-09  1.58438112e-07  4.71443968e-08  1.00000000e+00 
 1.58437891e-07  3.32674048e-09  4.49166276e-01  3.21345772e-09  4.49166276e-01  3.25109691e-09  3.24871200e-09  3.25457919e-09  1.58437891e-07  5.24899804e-08  1.00000000e+00 
 1.58438987e-07  4.49167078e-01  4.49167078e-01  3.21345785e-09  4.49167078e-01  3.25109693e-09  3.24871202e-09  3.25457921e-09  1.58438987e-07  5.79717891e-08  1.00000000e+00 
 1.58437840e-07  3.32674047e-09  3.25267607e-09  4.49166199e-01  4.49166199e-01  3.25109691e-09  3.24871199e-09  3.25457907e-09  1.58437840e-07  6.35151594e-08  1.00000000e+00 
 1.58438900e-07  4.49167060e-01  3.25267609e-09  4.49167060e-01  4.49167060e-01  3.25109693e-09  3.24871190e-09  3.25457909e-09  1.58438900e-07  6.89263970e-08  1.00000000e+00 
 1.58438751e-07  3.32674050e-09  4.49166918e-01  4.49166918e-01  4.49166918e-01  3.25109692e-09  3.24871190e-09  3.25457909e-09  1.58438751e-07  7.42834914e-08  1.00000000e+00 
 1.58440048e-07  4.49167812e-01  4.49167812e-01  4.49167812e-01  4.49167812e-01  3.25109694e-09  3.24871203e-09  3.25457923e-09  1.58440048e-07  7.97618895e-08  1.00000000e+00 
 1.58436956e-07  3.32674055e-09  3.25267604e-09  3.21345770e-09  3.26116631e-09  4.49165614e-01  3.24871185e-09  3.25457904e-09  1.58436956e-07  8.49778985e-08  1.00000000e+00 
 1.58438194e-07  4.49166445e-01  3.25267608e-09  3.21345773e-09  3.26116624e-09  4.49166445e-01  3.24871189e-09  3.25457908e-09  1.58438194e-07  9.02496424e-08  1.00000000e+00 
