 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.24302543e-09  3.24302543e-09  3.25109437e-09  3.27925644e-09  7.68770261e-07  5.57647262e-08  4.47198559e-01 
 5.96817093e-01  5.96817093e-01  3.25109427e-09  3.27925645e-09  7.68770824e-07  2.00113481e-07  4.98465031e-01 
 3.24302544e-09  3.24302544e-09  5.96817094e-01  3.27925656e-09  7.68770833e-07  3.28132918e-07  5.19168747e-01 
 5.96817192e-01  5.96817192e-01  5.96817192e-01  3.27925645e-09  7.68771406e-07  4.83159159e-07  5.35756835e-01 
 3.24302533e-09  3.24302533e-09  3.25109438e-09  5.96817099e-01  7.68770863e-07  5.59650593e-07  5.42156281e-01 
 5.96817193e-01  5.96817193e-01  3.25109427e-09  5.96817193e-01  7.68771410e-07  7.19295125e-07  5.53223130e-01 
 3.24302543e-09  3.24302543e-09  5.96817196e-01  5.96817196e-01  7.68771427e-07  8.43471893e-07  5.60345544e-01 
 5.96817292e-01  5.96817292e-01  5.96817292e-01  5.96817292e-01  7.68771986e-07  9.94162686e-07  5.67786938e-01 
