 b0              v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 3.26495049e-09  3.26495049e-09  3.26495049e-09  3.26495049e-09  3.26495049e-09  3.26495049e-09  3.26495038e-09  3.26495038e-09  8.07683070e-07  4.35930554e-08  1.00000000e+00 
 6.52379622e-01  6.52379622e-01  3.26495038e-09  3.26495050e-09  3.26495050e-09  3.26495050e-09  3.26495050e-09  3.26495038e-09  8.07683647e-07  4.69529686e-08  1.00000000e+00 
 3.26495038e-09  3.26495038e-09  6.52379622e-01  3.26495038e-09  3.26495038e-09  3.26495038e-09  3.26495038e-09  3.26495038e-09  8.07683648e-07  5.09352098e-08  1.00000000e+00 
 6.52379723e-01  6.52379723e-01  6.52379723e-01  3.26495050e-09  3.26495050e-09  3.26495050e-09  3.26495039e-09  3.26495050e-09  8.07684224e-07  5.49006476e-08  1.00000000e+00 
 3.26495038e-09  3.26495038e-09  3.26495038e-09  6.52379622e-01  3.26495038e-09  3.26495038e-09  3.26495038e-09  3.26495038e-09  8.07683644e-07  6.05263377e-08  1.00000000e+00 
 6.52379724e-01  6.52379724e-01  3.26495050e-09  6.52379724e-01  3.26495039e-09  3.26495039e-09  3.26495050e-09  3.26495039e-09  8.07684231e-07  6.54792576e-08  1.00000000e+00 
 3.26495050e-09  3.26495050e-09  6.52379724e-01  6.52379724e-01  3.26495039e-09  3.26495039e-09  3.26495050e-09  3.26495039e-09  8.07684227e-07  7.06439778e-08  1.00000000e+00 
 6.52379827e-01  6.52379827e-01  6.52379827e-01  6.52379827e-01  3.26495039e-09  3.26495039e-09  3.26495050e-09  3.26495039e-09  8.07684815e-07  7.54583676e-08  1.00000000e+00 
