 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.59771307e-07  3.36356233e-09  3.23649704e-09  3.23605157e-09  3.26708154e-09  3.43506784e-09  3.46657453e-09  3.66525204e-09  1.59771307e-07  9.41298595e-10  1.00000000e+00 
 1.59772351e-07  4.58501093e-01  3.23649708e-09  3.23605164e-09  3.26708162e-09  3.43506790e-09  3.46657460e-09  3.66525213e-09  1.59772351e-07  1.41970702e-09  1.00000000e+00 
 1.59772263e-07  3.36356246e-09  4.58501027e-01  3.23605158e-09  3.26708162e-09  3.43506784e-09  3.46657460e-09  3.66525212e-09  1.59772263e-07  2.49128362e-09  1.00000000e+00 
 1.59773300e-07  4.58501794e-01  4.58501794e-01  3.23605168e-09  3.26708168e-09  3.43506788e-09  3.46657459e-09  3.66525218e-09  1.59773300e-07  3.82932086e-09  1.00000000e+00 
 1.59772280e-07  3.36356241e-09  3.23649708e-09  4.58501042e-01  3.26708162e-09  3.43506785e-09  3.46657460e-09  3.66525212e-09  1.59772280e-07  5.15764498e-09  1.00000000e+00 
 1.59773294e-07  4.58501793e-01  3.23649704e-09  4.58501792e-01  3.26708168e-09  3.43506788e-09  3.46657464e-09  3.66525218e-09  1.59773294e-07  6.57873045e-09  1.00000000e+00 
 1.59773228e-07  3.36356256e-09  4.58501734e-01  4.58501734e-01  3.26708162e-09  3.43506794e-09  3.46657464e-09  3.66525217e-09  1.59773228e-07  8.17022539e-09  1.00000000e+00 
 1.59774160e-07  4.58502456e-01  4.58502456e-01  4.58502456e-01  3.26708168e-09  3.43506797e-09  3.46657468e-09  3.66525223e-09  1.59774160e-07  9.59580149e-09  1.00000000e+00 
 1.59772285e-07  3.36356246e-09  3.23649702e-09  3.23605158e-09  4.58501045e-01  3.43506784e-09  3.46657460e-09  3.66525212e-09  1.59772285e-07  1.15182743e-08  1.00000000e+00 
 1.59773274e-07  4.58501790e-01  3.23649704e-09  3.23605168e-09  4.58501790e-01  3.43506794e-09  3.46657464e-09  3.66525218e-09  1.59773274e-07  1.29160753e-08  1.00000000e+00 
 1.59773217e-07  3.36356256e-09  4.58501741e-01  3.23605167e-09  4.58501741e-01  3.43506794e-09  3.46657464e-09  3.66525217e-09  1.59773217e-07  1.45021914e-08  1.00000000e+00 
 1.59774204e-07  4.58502481e-01  4.58502481e-01  3.23605166e-09  4.58502481e-01  3.43506792e-09  3.46657468e-09  3.66525223e-09  1.59774204e-07  1.59273981e-08  1.00000000e+00 
 1.59773232e-07  3.36356256e-09  3.23649710e-09  4.58501749e-01  4.58501749e-01  3.43506788e-09  3.46657464e-09  3.66525218e-09  1.59773232e-07  1.72357844e-08  1.00000000e+00 
 1.59774222e-07  4.58502488e-01  3.23649706e-09  4.58502487e-01  4.58502487e-01  3.43506792e-09  3.46657462e-09  3.66525223e-09  1.59774222e-07  1.86430498e-08  1.00000000e+00 
 1.59774160e-07  3.36356267e-09  4.58502441e-01  4.58502441e-01  4.58502441e-01  3.43506792e-09  3.46657462e-09  3.66525223e-09  1.59774160e-07  2.02307646e-08  1.00000000e+00 
 1.59775122e-07  4.58503157e-01  4.58503156e-01  4.58503156e-01  4.58503156e-01  3.43506799e-09  3.46657470e-09  3.66525227e-09  1.59775122e-07  2.16529443e-08  1.00000000e+00 
 1.59772280e-07  3.36356246e-09  3.23649702e-09  3.23605158e-09  3.26708156e-09  4.58501041e-01  3.46657460e-09  3.66525212e-09  1.59772280e-07  2.33239703e-08  1.00000000e+00 
