 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.57988281e-07  3.19473479e-09  3.36444938e-09  3.32826595e-09  3.03851393e-09  3.62926615e-09  3.10939005e-09  3.35833243e-09  1.57988281e-07  9.99875738e-10  1.00000000e+00 
 1.57989309e-07  4.49989292e-01  3.36444941e-09  3.32826599e-09  3.03851394e-09  3.62926631e-09  3.10939006e-09  3.35833250e-09  1.57989309e-07  1.64209268e-09  1.00000000e+00 
 1.57989241e-07  3.19473478e-09  4.49989225e-01  3.32826590e-09  3.03851392e-09  3.62926621e-09  3.10939003e-09  3.35833251e-09  1.57989241e-07  2.83328916e-09  1.00000000e+00 
 1.57990256e-07  4.49989989e-01  4.49989989e-01  3.32826600e-09  3.03851393e-09  3.62926632e-09  3.10939010e-09  3.35833258e-09  1.57990256e-07  4.44138948e-09  1.00000000e+00 
 1.57989277e-07  3.19473484e-09  3.36444937e-09  4.49989257e-01  3.03851397e-09  3.62926627e-09  3.10939003e-09  3.35833252e-09  1.57989277e-07  5.73272985e-09  1.00000000e+00 
 1.57990262e-07  4.49990006e-01  3.36444940e-09  4.49990006e-01  3.03851393e-09  3.62926632e-09  3.10939010e-09  3.35833258e-09  1.57990262e-07  7.37885841e-09  1.00000000e+00 
 1.57990270e-07  3.19473481e-09  4.49989993e-01  4.49989993e-01  3.03851398e-09  3.62926632e-09  3.10939004e-09  3.35833258e-09  1.57990270e-07  8.91250806e-09  1.00000000e+00 
 1.57991293e-07  4.49990766e-01  4.49990766e-01  4.49990766e-01  3.03851394e-09  3.62926649e-09  3.10939011e-09  3.35833259e-09  1.57991293e-07  1.05602851e-08  1.00000000e+00 
 1.57989266e-07  3.19473484e-09  3.36444943e-09  3.32826596e-09  4.49989238e-01  3.62926622e-09  3.10939003e-09  3.35833252e-09  1.57989266e-07  1.18874794e-08  1.00000000e+00 
 1.57990224e-07  4.49989979e-01  3.36444945e-09  3.32826600e-09  4.49989979e-01  3.62926632e-09  3.10939004e-09  3.35833252e-09  1.57990224e-07  1.35039642e-08  1.00000000e+00 
 1.57990250e-07  3.19473487e-09  4.49989992e-01  3.32826600e-09  4.49989992e-01  3.62926632e-09  3.10939004e-09  3.35833252e-09  1.57990250e-07  1.50314889e-08  1.00000000e+00 
