 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.57974134e-07  3.22838567e-09  3.28106232e-09  3.25254121e-09  3.34565802e-09  3.25031251e-09  3.26765618e-09  3.24130070e-09  1.57974134e-07  3.59520413e-09  1.00000000e+00 
 1.57975117e-07  4.48680964e-01  3.28106235e-09  3.25254123e-09  3.34565793e-09  3.25031242e-09  3.26765620e-09  3.24130072e-09  1.57975117e-07  5.83162318e-09  1.00000000e+00 
 1.57975136e-07  3.22838558e-09  4.48680974e-01  3.25254134e-09  3.34565804e-09  3.25031253e-09  3.26765620e-09  3.24130071e-09  1.57975136e-07  1.01508135e-08  1.00000000e+00 
 1.57976303e-07  4.48681776e-01  4.48681776e-01  3.25254126e-09  3.34565808e-09  3.25031245e-09  3.26765623e-09  3.24130075e-09  1.57976303e-07  1.58617013e-08  1.00000000e+00 
 1.57975074e-07  3.22838558e-09  3.28106234e-09  4.48680926e-01  3.34565804e-09  3.25031242e-09  3.26765620e-09  3.24130071e-09  1.57975074e-07  2.05977528e-08  1.00000000e+00 
 1.57976138e-07  4.48681687e-01  3.28106238e-09  4.48681687e-01  3.34565797e-09  3.25031245e-09  3.26765623e-09  3.24130074e-09  1.57976138e-07  2.65108042e-08  1.00000000e+00 
 1.57976002e-07  3.22838572e-09  4.48681649e-01  4.48681649e-01  3.34565808e-09  3.25031256e-09  3.26765612e-09  3.24130074e-09  1.57976002e-07  3.23050813e-08  1.00000000e+00 
 1.57977098e-07  4.48682414e-01  4.48682414e-01  4.48682414e-01  3.34565810e-09  3.25031258e-09  3.26765614e-09  3.24130076e-09  1.57977098e-07  3.82283645e-08  1.00000000e+00 
 1.57975228e-07  3.22838569e-09  3.28106246e-09  3.25254134e-09  4.48681047e-01  3.25031242e-09  3.26765609e-09  3.24130072e-09  1.57975228e-07  4.21601101e-08  1.00000000e+00 
 1.57976259e-07  4.48681754e-01  3.28106238e-09  3.25254126e-09  4.48681754e-01  3.25031256e-09  3.26765612e-09  3.24130075e-09  1.57976259e-07  4.79684843e-08  1.00000000e+00 
 1.57976145e-07  3.22838572e-09  4.48681717e-01  3.25254126e-09  4.48681717e-01  3.25031245e-09  3.26765623e-09  3.24130074e-09  1.57976145e-07  5.37364144e-08  1.00000000e+00 
 1.57977241e-07  4.48682489e-01  4.48682489e-01  3.25254128e-09  4.48682489e-01  3.25031258e-09  3.26765614e-09  3.24130076e-09  1.57977241e-07  5.96436109e-08  1.00000000e+00 
 1.57976176e-07  3.22838572e-09  3.28106238e-09  4.48681747e-01  4.48681747e-01  3.25031256e-09  3.26765612e-09  3.24130075e-09  1.57976176e-07  6.42567386e-08  1.00000000e+00 
 1.57977178e-07  4.48682489e-01  3.28106240e-09  4.48682489e-01  4.48682489e-01  3.25031247e-09  3.26765625e-09  3.24130076e-09  1.57977178e-07  7.00942167e-08  1.00000000e+00 
 1.57977128e-07  3.22838562e-09  4.48682455e-01  4.48682455e-01  4.48682455e-01  3.25031247e-09  3.26765625e-09  3.24130076e-09  1.57977128e-07  7.58641079e-08  1.00000000e+00 
 1.57978213e-07  4.48683271e-01  4.48683271e-01  4.48683271e-01  4.48683271e-01  3.25031260e-09  3.26765616e-09  3.24130078e-09  1.57978213e-07  8.17590546e-08  1.00000000e+00 
 1.57975090e-07  3.22838558e-09  3.28106234e-09  3.25254122e-09  3.34565793e-09  4.48680922e-01  3.26765620e-09  3.24130071e-09  1.57975090e-07  8.55292228e-08  1.00000000e+00 
 1.57976165e-07  4.48681703e-01  3.28106238e-09  3.25254126e-09  3.34565797e-09  4.48681703e-01  3.26765612e-09  3.24130074e-09  1.57976165e-07  9.12370979e-08  1.00000000e+00 
 1.57976204e-07  3.22838561e-09  4.48681757e-01  3.25254126e-09  3.34565797e-09  4.48681757e-01  3.26765623e-09  3.24130075e-09  1.57976204e-07  9.69488099e-08  1.00000000e+00 
 1.57977052e-07  4.48682384e-01  4.48682384e-01  3.25254128e-09  3.34565799e-09  4.48682384e-01  3.26765614e-09  3.24130076e-09  1.57977052e-07  1.02814624e-07  1.00000000e+00 
 1.57976140e-07  3.22838572e-09  3.28106238e-09  4.48681700e-01  3.34565797e-09  4.48681700e-01  3.26765612e-09  3.24130074e-09  1.57976140e-07  1.07454326e-07  1.00000000e+00 
 1.57977152e-07  4.48682456e-01  3.28106240e-09  4.48682456e-01  3.34565799e-09  4.48682456e-01  3.26765614e-09  3.24130076e-09  1.57977152e-07  1.13307578e-07  1.00000000e+00 
 1.57977302e-07  3.22838562e-09  4.48682534e-01  4.48682534e-01  3.34565811e-09  4.48682534e-01  3.26765626e-09  3.24130077e-09  1.57977302e-07  1.19067607e-07  1.00000000e+00 
 1.57978110e-07  4.48683175e-01  4.48683175e-01  4.48683175e-01  3.34565813e-09  4.48683175e-01  3.26765616e-09  3.24130078e-09  1.57978110e-07  1.24940556e-07  1.00000000e+00 
 1.57976242e-07  3.22838572e-09  3.28106238e-09  3.25254126e-09  4.48681786e-01  4.48681786e-01  3.26765623e-09  3.24130075e-09  1.57976242e-07  1.28687333e-07  1.00000000e+00 
 1.57977027e-07  4.48682387e-01  3.28106240e-09  3.25254128e-09  4.48682388e-01  4.48682387e-01  3.26765614e-09  3.24130076e-09  1.57977027e-07  1.34445884e-07  1.00000000e+00 
 1.57977215e-07  3.22838562e-09  4.48682502e-01  3.25254128e-09  4.48682502e-01  4.48682502e-01  3.26765614e-09  3.24130076e-09  1.57977215e-07  1.40167799e-07  1.00000000e+00 
 1.57978148e-07  4.48683213e-01  4.48683213e-01  3.25254130e-09  4.48683213e-01  4.48683213e-01  3.26765616e-09  3.24130078e-09  1.57978148e-07  1.46068629e-07  1.00000000e+00 
 1.57977100e-07  3.22838562e-09  3.28106240e-09  4.48682458e-01  4.48682458e-01  4.48682458e-01  3.26765614e-09  3.24130076e-09  1.57977100e-07  1.50685167e-07  1.00000000e+00 
 1.57978154e-07  4.48683227e-01  3.28106243e-09  4.48683227e-01  4.48683227e-01  4.48683227e-01  3.26765616e-09  3.24130078e-09  1.57978154e-07  1.56525431e-07  1.00000000e+00 
 1.57978116e-07  3.22838564e-09  4.48683197e-01  4.48683197e-01  4.48683197e-01  4.48683197e-01  3.26765616e-09  3.24130078e-09  1.57978116e-07  1.62276081e-07  1.00000000e+00 
 1.57979277e-07  4.48684003e-01  4.48684003e-01  4.48684003e-01  4.48684003e-01  4.48684003e-01  3.26765618e-09  3.24130080e-09  1.57979277e-07  1.68160170e-07  1.00000000e+00 
 1.57975125e-07  3.22838569e-09  3.28106235e-09  3.25254123e-09  3.34565793e-09  3.25031242e-09  4.48680979e-01  3.24130072e-09  1.57975125e-07  1.71273228e-07  1.00000000e+00 
 1.57976224e-07  4.48681749e-01  3.28106238e-09  3.25254126e-09  3.34565797e-09  3.25031256e-09  4.48681749e-01  3.24130075e-09  1.57976224e-07  1.76876028e-07  1.00000000e+00 
 1.57976125e-07  3.22838572e-09  4.48681692e-01  3.25254126e-09  3.34565808e-09  3.25031256e-09  4.48681692e-01  3.24130074e-09  1.57976125e-07  1.82521802e-07  1.00000000e+00 
 1.57977207e-07  4.48682458e-01  4.48682458e-01  3.25254128e-09  3.34565799e-09  3.25031247e-09  4.48682458e-01  3.24130076e-09  1.57977207e-07  1.88335321e-07  1.00000000e+00 
 1.57976184e-07  3.22838572e-09  3.28106238e-09  4.48681717e-01  3.34565808e-09  3.25031256e-09  4.48681717e-01  3.24130074e-09  1.57976184e-07  1.92940121e-07  1.00000000e+00 
 1.57977158e-07  4.48682420e-01  3.28106240e-09  4.48682420e-01  3.34565799e-09  3.25031247e-09  4.48682420e-01  3.24130076e-09  1.57977158e-07  1.98738945e-07  1.00000000e+00 
 1.57977260e-07  3.22838562e-09  4.48682525e-01  4.48682525e-01  3.34565800e-09  3.25031247e-09  4.48682525e-01  3.24130076e-09  1.57977260e-07  2.04468165e-07  1.00000000e+00 
 1.57978088e-07  4.48683175e-01  4.48683175e-01  4.48683175e-01  3.34565811e-09  3.25031247e-09  4.48683175e-01  3.24130077e-09  1.57978088e-07  2.10339806e-07  1.00000000e+00 
 1.57976139e-07  3.22838572e-09  3.28106238e-09  3.25254126e-09  4.48681715e-01  3.25031256e-09  4.48681715e-01  3.24130074e-09  1.57976139e-07  2.14129585e-07  1.00000000e+00 
