 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.01181286e-11  3.26524639e-09  3.21815739e-09  3.25970120e-09  3.28307417e-09  3.24744967e-09  3.22424419e-09  3.26567676e-09  1.62508854e-07  1.23296218e-09  1.00000000e+00 
 1.81546511e-09  4.61388708e-01  3.21815742e-09  3.25970135e-09  3.28307420e-09  3.24744981e-09  3.22424433e-09  3.26567679e-09  1.62509828e-07  2.43782949e-09  1.00000000e+00 
 3.44931550e-09  3.26524643e-09  4.61388700e-01  3.25970135e-09  3.28307420e-09  3.24744981e-09  3.22424433e-09  3.26567679e-09  1.62509814e-07  4.02961575e-09  1.00000000e+00 
 5.29797717e-09  4.61389450e-01  4.61389450e-01  3.25970137e-09  3.28307411e-09  3.24744972e-09  3.22424423e-09  3.26567670e-09  1.62510833e-07  5.91614935e-09  1.00000000e+00 
 7.02249281e-09  3.26524643e-09  3.21815742e-09  4.61388697e-01  3.28307420e-09  3.24744981e-09  3.22424433e-09  3.26567679e-09  1.62509817e-07  7.67931851e-09  1.00000000e+00 
 8.87803253e-09  4.61389422e-01  3.21815743e-09  4.61389422e-01  3.28307411e-09  3.24744972e-09  3.22424423e-09  3.26567670e-09  1.62510794e-07  9.57300017e-09  1.00000000e+00 
 1.05233653e-08  3.26524644e-09  4.61389432e-01  4.61389432e-01  3.28307411e-09  3.24744972e-09  3.22424423e-09  3.26567670e-09  1.62510808e-07  1.12493410e-08  1.00000000e+00 
 1.23867494e-08  4.61390127e-01  4.61390127e-01  4.61390127e-01  3.28307424e-09  3.24744985e-09  3.22424425e-09  3.26567671e-09  1.62511743e-07  1.31458933e-08  1.00000000e+00 
 1.33534286e-08  3.26524643e-09  3.21815730e-09  3.25970135e-09  4.61388685e-01  3.24744970e-09  3.22424421e-09  3.26567679e-09  1.62509796e-07  1.41289433e-08  1.00000000e+00 
 1.51958943e-08  4.61389440e-01  3.21815743e-09  3.25970125e-09  4.61389440e-01  3.24744972e-09  3.22424434e-09  3.26567681e-09  1.62510823e-07  1.60016924e-08  1.00000000e+00 
 1.68470820e-08  3.26524644e-09  4.61389439e-01  3.25970125e-09  4.61389439e-01  3.24744983e-09  3.22424423e-09  3.26567681e-09  1.62510819e-07  1.76793264e-08  1.00000000e+00 
 1.87184241e-08  4.61390140e-01  4.61390140e-01  3.25970138e-09  4.61390140e-01  3.24744974e-09  3.22424425e-09  3.26567672e-09  1.62511760e-07  1.95798151e-08  1.00000000e+00 
