 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.00044417e-11  3.45092049e-09  3.68582289e-09  3.39024144e-09  3.56459503e-09  3.36091477e-09  3.27915936e-09  3.22809983e-09  1.62141813e-07  1.32121158e-09  1.00000000e+00 
 1.67514713e-09  4.60948620e-01  3.68582297e-09  3.39024151e-09  3.56459506e-09  3.36091476e-09  3.27915945e-09  3.22809984e-09  1.62142747e-07  2.15030127e-09  1.00000000e+00 
 3.30325634e-09  3.45092055e-09  4.60948635e-01  3.39024146e-09  3.56459512e-09  3.36091470e-09  3.27915940e-09  3.22809990e-09  1.62142772e-07  3.50826213e-09  1.00000000e+00 
 5.01901809e-09  4.60949325e-01  4.60949325e-01  3.39024157e-09  3.56459513e-09  3.36091473e-09  3.27915941e-09  3.22809994e-09  1.62143714e-07  5.18137711e-09  1.00000000e+00 
 5.92632432e-09  3.45092049e-09  3.68582297e-09  4.60948639e-01  3.56459507e-09  3.36091476e-09  3.27915940e-09  3.22809990e-09  1.62142783e-07  6.08420692e-09  1.00000000e+00 
 7.64632091e-09  4.60949333e-01  3.68582303e-09  4.60949333e-01  3.56459513e-09  3.36091473e-09  3.27915941e-09  3.22809994e-09  1.62143721e-07  7.79895970e-09  1.00000000e+00 
 9.29165367e-09  3.45092057e-09  4.60949339e-01  4.60949339e-01  3.56459513e-09  3.36091473e-09  3.27915941e-09  3.22809994e-09  1.62143731e-07  9.43725809e-09  1.00000000e+00 
 1.10272538e-08  4.60950020e-01  4.60950020e-01  4.60950019e-01  3.56459519e-09  3.36091474e-09  3.27915942e-09  3.22809998e-09  1.62144655e-07  1.11621574e-08  1.00000000e+00 
 1.29462592e-08  3.45092055e-09  3.68582297e-09  3.39024152e-09  4.60948649e-01  3.36091476e-09  3.27915940e-09  3.22809990e-09  1.62142790e-07  1.30664120e-08  1.00000000e+00 
 1.46598609e-08  4.60949332e-01  3.68582303e-09  3.39024151e-09  4.60949332e-01  3.36091478e-09  3.27915941e-09  3.22809988e-09  1.62143721e-07  1.47647370e-08  1.00000000e+00 
 1.63173581e-08  3.45092057e-09  4.60949343e-01  3.39024157e-09  4.60949343e-01  3.36091473e-09  3.27915941e-09  3.22809989e-09  1.62143738e-07  1.64064033e-08  1.00000000e+00 
 1.80632753e-08  4.60950016e-01  4.60950016e-01  3.39024162e-09  4.60950016e-01  3.36091480e-09  3.27915942e-09  3.22809998e-09  1.62144651e-07  1.81345428e-08  1.00000000e+00 
 1.89594118e-08  3.45092057e-09  3.68582303e-09  4.60949335e-01  4.60949335e-01  3.36091473e-09  3.27915941e-09  3.22809994e-09  1.62143724e-07  1.90212290e-08  1.00000000e+00 
 2.06885886e-08  4.60950014e-01  3.68582309e-09  4.60950014e-01  4.60950014e-01  3.36091480e-09  3.27915942e-09  3.22809998e-09  1.62144644e-07  2.07316475e-08  1.00000000e+00 
 2.23509744e-08  3.45092059e-09  4.60950048e-01  4.60950048e-01  4.60950048e-01  3.36091474e-09  3.27915942e-09  3.22809999e-09  1.62144691e-07  2.23754597e-08  1.00000000e+00 
 2.40958968e-08  4.60950752e-01  4.60950752e-01  4.60950752e-01  4.60950752e-01  3.36091476e-09  3.27915944e-09  3.22810003e-09  1.62145643e-07  2.41004869e-08  1.00000000e+00 
 2.51864378e-08  3.45092054e-09  3.68582297e-09  3.39024151e-09  3.56459506e-09  4.60948613e-01  3.27915940e-09  3.22809990e-09  1.62142747e-07  2.51785224e-08  1.00000000e+00 
 2.68808833e-08  4.60949315e-01  3.68582303e-09  3.39024157e-09  3.56459513e-09  4.60949315e-01  3.27915941e-09  3.22809994e-09  1.62143703e-07  2.68531437e-08  1.00000000e+00 
